id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,price,price_sqm
10976850,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,989.0,1.0,1.0,35,18.0,,13.859042,100.519734,1,,6.0,12,2014,September,2300000,65714.28571428571
10750862,Samut Prakan,Bang Phli,Bang Phli Yai,Bangna-Trad Road Yai,Condo,945.0,1.0,1.0,25,8.0,,13.640131,100.680643,0,5.0,5.0,10,2015,January,1350000,54000.0
10684718,Bangkok,Saphan Sung,Saphan Sung,ถ.ราษฎร์พัฒนา (ซอยมีสทีน),Townhouse,,4.0,4.0,250,2.0,116.0,13.7805875,100.7066719,0,19.0,4.0,4,0,,3800000,
10688855,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,ศรีนครินทร์,Townhouse,,2.0,3.0,72,2.0,64.0,13.6468854524,100.6380102767,0,9.0,8.0,10,0,,2500000,
10856100,Bangkok,Nong Chok,Lam Phak Chi,Lam Phak Chi,Townhouse,,1.0,1.0,80,2.0,80.0,13.8014345,100.8338593,0,16.0,4.0,1,0,,800000,
10810061,Bangkok,Chatuchak,Sena Nikhom,"Soi Thanon Sena Nikhom 1, Phaholyothin Road",Condo,394.0,1.0,1.0,39,6.0,,13.835037,100.580824,2,20.0,4.0,7,2014,June,2420000,62051.282051282054
8825589,Bangkok,Huai Khwang,Huai Khwang,ประชาราษฎร ประชาราษฎร์บำเพ็ญ,Condo,190.0,1.0,1.0,31,2.0,,13.7777392,100.5787667,1,,20.0,18,2012,September,2400000,77419.35483870968
10933195,Samut Prakan,Phra Samut Jadee,Nai Khlong Bang Pla Kot,Pracha Uthit-Wat Khu Sang Road,Townhouse,,2.0,2.0,78,2.0,68.0,13.577745,100.522749,0,10.0,5.0,1,0,,1284000,
10994769,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,989.0,1.0,1.0,31,12.0,,13.859042,100.519734,1,,6.0,12,2014,September,1890000,60967.74193548387
10714610,Bangkok,Chatuchak,Chom Phon,"Soi Ladprao 15, Ladprao Road",Condo,570.0,1.0,1.0,28,5.0,,13.814451,100.570363,2,,10.0,19,2021,,2840000,101428.57142857143
10827376,Bangkok,Din Daeng,Din Daeng,"77, 88 Soi Ratchadaphisek 5, Ratchadaphisek Road",Condo,250.0,2.0,2.0,87,7.0,,13.765223,100.567891,2,,16.0,20,2006,July,7900000,90804.59770114943
11029434,Bangkok,Phasi Charoen,Pak Khlong Phasi Charoen,Ratchaphruek Road,Condo,1049.0,1.0,1.0,35,27.0,,13.7165642986,100.4585006015,2,,3.0,5,2018,September,3190000,91142.85714285714
10935151,Bangkok,Chatuchak,Chom Phon,. ซอยลาดพร้าว 7 แขวงจอมพล เขตจตุจักร กทม.,Condo,97.0,1.0,1.0,40,3.0,,13.810435,100.567543,3,,12.0,20,2017,June,3499000,87475.0
11033585,Bangkok,Bang Phlat,Bang Phlat,42 Charasanitwong,Condo,1784.0,2.0,1.0,47,20.0,,13.7780163787,100.4861568706,1,,15.0,20,2019,July,5500000,117021.27659574468
10055771,Samut Prakan,Mueang Samut Prakan,Bang Muang,Bang Mueng,Detached House,,3.0,2.0,152,2.0,152.0,13.605093,100.6251379,0,1.0,6.0,1,0,,4500000,
10893878,Bangkok,Watthana,Khlong Tan Nuea,32/2 Sukhumvit 39 Road,Condo,135.0,2.0,2.0,58,3.0,,13.740195,100.57825,0,20.0,18.0,20,2015,August,7500000,129310.3448275862
10612814,Bangkok,Watthana,Khlong Tan Nuea,17 ซอยสุขุมวิท 33 แขวงคลองตันเหนือ เขตวัฒนา กทม.,Condo,274.0,1.0,1.0,43,8.0,,13.735461,100.56745599999999,2,,16.0,20,2020,March,8800000,204651.16279069768
10916991,Bangkok,Chatuchak,Lat Yao,888 Vibhavadi-Rangsit Road,Condo,875.0,1.0,1.0,31,16.0,,13.838470000000001,100.558087,2,20.0,3.0,6,2016,May,2700000,87096.7741935484
10882732,Bangkok,Bang Kapi,Hua Mak,3 Ramkhamhaeng Road,Condo,923.0,2.0,2.0,49,19.0,,13.7483016517,100.6053932659,1,,4.0,10,2014,June,4900000,100000.0
10934879,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Soi Thetsaban 2,Townhouse,278.0,3.0,3.0,180,3.0,72.0,13.8889426216,100.4364760086,0,,3.0,3,2019,,3922000,
10929338,Bangkok,Min Buri,Saen Saep,รามคำแหง196,Detached House,,3.0,2.0,200,2.0,380.0,13.8141125,100.7409531,0,20.0,2.0,7,0,,8590000,
11032240,Nonthaburi,Mueang Nonthaburi,Bang Krang,Bang Krang,Detached House,,4.0,2.0,150,2.0,640.0,13.847287,100.4484244,0,8.0,4.0,2,0,,4800000,
10973747,Bangkok,Suan Luang,Suan Luang,"Soi Phatthanakan 26, Phatthanakan Road",Condo,1482.0,1.0,1.0,26,6.0,,13.736117212,100.6169253619,0,20.0,9.0,5,2012,June,1500000,57692.307692307695
10897028,Bangkok,Phaya Thai,Sam Sen Nai,25 พหลโยธิน,Condo,253.0,2.0,1.0,49,18.0,,13.792872,100.549183,3,,15.0,20,2016,August,7650000,156122.44897959183
11033566,Bangkok,Suan Luang,Suan Luang,Rama 9 Road,Condo,360.0,1.0,1.0,33,6.0,,13.743949,100.6288144,0,20.0,8.0,8,2013,May,2290000,69393.93939393939
10889663,Bangkok,Phaya Thai,Sam Sen Nai,1155 Phaholyothin Soi,Condo,240.0,1.0,1.0,28,20.0,,13.794281999999999,100.549671,3,,16.0,19,2015,June,5400000,192857.14285714287
10898962,Bangkok,Bang Khen,Anusawari,ถนนพหลโยธิน,Townhouse,,2.0,3.0,126,2.0,72.0,13.8630429,100.6027654,0,13.0,4.0,2,0,,3800000,
10884907,Bangkok,Khlong Toei,Phra Khanong,"Soi Bar Bose 2, Sukhumvit 42",Condo,304.0,1.0,1.0,32,8.0,,13.715865,100.586147,2,,17.0,20,2020,,4000000,125000.0
10586757,Bangkok,Watthana,Khlong Tan Nuea,"36/36 Soi Sukhumvit 47, Sukhumvit Road",Condo,137.0,1.0,1.0,41,2.0,,13.7314327552,100.5746502196,2,,20.0,20,2012,June,6800000,165853.65853658537
11006338,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Sukhumvit 107 Road,Condo,304.0,1.0,1.0,29,7.0,,13.657562,100.603325,1,,7.0,10,2020,,1970000,67931.03448275862
10827544,Bangkok,Suan Luang,Suan Luang,1269 Sukhumvit 71 Road,Condo,883.0,1.0,1.0,26,7.0,,13.7407508505,100.5997744907,1,,11.0,7,2019,April,2500000,96153.84615384616
10861247,Bangkok,Sathon,Thung Maha Mek,Suanplu Road,Condo,531.0,1.0,1.0,42,26.0,,13.7196950686,100.5394896939,3,,10.0,5,2013,June,4990000,118809.52380952382
10981757,Bangkok,Huai Khwang,Huai Khwang,Pracha Uthit Road,Condo,1907.0,1.0,1.0,23,2.0,,13.772067,100.579894,1,,20.0,20,2019,January,2300000,100000.0
10311681,Bangkok,Ratchathewi,Makkasan,1588 New Petchburi Road,Condo,525.0,2.0,2.0,82,11.0,,13.7485693678,100.5616774749,3,,6.0,17,2012,December,8990000,109634.14634146342
10988814,Bangkok,Pathum Wan,Lumphini,Ploenchit Road,Condo,597.0,1.0,1.0,42,22.0,,13.7479962605,100.5457873142,3,,16.0,20,2009,June,8500000,202380.95238095237
8369701,Bangkok,Rat Burana,Bang Pa Kok,653 Suksawat Road,Condo,892.0,1.0,1.0,26,11.0,,13.681739056,100.4935496012,0,20.0,16.0,11,2014,March,1850000,71153.84615384616
10912883,Bangkok,Suan Luang,Suan Luang,Soi Ramkhamhaeng 3/1,Condo,1390.0,2.0,1.0,55,19.0,,13.746051,100.601775,1,,5.0,8,2013,,4290000,78000.0
10657713,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet,Condo,570.0,1.0,1.0,31,3.0,,13.8702001,100.485299,1,,4.0,4,2014,December,1500000,48387.096774193546
10641098,Bangkok,Bueng Kum,Khlong Kum,Khlong Kum,Townhouse,,4.0,3.0,84,2.0,84.0,13.7919717,100.659077,0,8.0,8.0,2,0,,4500000,
10833057,Nonthaburi,Bang Yai,Bang Mae Nang,Bangrak Yai-Baan Mai Road,Townhouse,311.0,3.0,2.0,90,2.0,72.0,13.8800626374,100.369356488,0,,,2,0,,1690000,
10979186,Nonthaburi,Pak Kret,Khlong Kluea,Chaeng Watthana Rd.,Condo,376.0,2.0,2.0,58,7.0,,13.89606084,100.5540530816,0,17.0,6.0,8,2014,,3600000,62068.96551724138
10965087,Bangkok,Lat Krabang,Khlong Song Ton Nun,Khlong Song Ton Nun,Detached House,,3.0,2.0,200,2.0,200.0,13.7547298,100.726696,0,12.0,3.0,5,0,,4850000,
10959486,Samut Prakan,Mueang Samut Prakan,Bang Pu Mai,19 สุขุมวิท,Detached House,,4.0,2.0,110,2.0,180.0,13.5170625,100.6788125,0,,3.0,3,0,,2600000,
10691883,Bangkok,Phasi Charoen,Bang Wa,27 Phet Kasem 27 Road,Condo,638.0,2.0,1.0,42,14.0,,13.7182239,100.453682,3,,1.0,6,2017,January,3990000,95000.0
10937878,Nonthaburi,Pak Kret,DOUBLELAKE เมืองทองธานี CONDOMINIUM,เมืองทองธา เมืองทองธานี,Condo,447.0,2.0,2.0,57,2.0,,13.9239872,100.5360154,0,9.0,5.0,1,2012,September,3600000,63157.89473684211
10843360,Bangkok,Ratchathewi,Thanon Phaya Thai,Phetchaburi Road,Condo,550.0,1.0,1.0,30,36.0,,13.7524055522,100.5348806822,3,,19.0,20,2014,December,6900000,230000.0
10967993,Bangkok,Yan Nawa,Bang Phongphang,772 Rama 3 Road,Condo,1088.0,2.0,1.0,56,10.0,,13.6746535213,100.5322525595,1,17.0,3.0,4,2019,January,5600000,100000.0
10789252,Bangkok,Chatuchak,Chom Phon,Phaholyothin Road,Condo,841.0,1.0,1.0,35,40.0,,13.8062021626,100.556204688,3,,4.0,20,2018,June,5260000,150285.7142857143
10988715,Samut Prakan,Bang Phli,Bang Pla,Bang Pla,Townhouse,,3.0,2.0,200,2.0,160.0,13.5727875,100.7301406,0,,1.0,2,0,,2700000,
10574952,Samut Prakan,Mueang Samut Prakan,Phraek Sa,Phraeksa,Townhouse,,4.0,2.0,130,2.0,84.0,13.570712499999999,100.6660156,0,12.0,1.0,5,0,,2650000,
10988421,Bangkok,Suan Luang,Suan Luang,2345 Sukhumvit 77 Road,Condo,1600.0,1.0,1.0,45,1.0,,13.7136288571,100.6330850278,0,19.0,9.0,7,2007,July,1890000,42000.0
8607931,Bangkok,Wang Thonglang,Wang Thonglang,Ladprao Road,Condo,899.0,1.0,1.0,43,6.0,,13.7878,100.626688,0,14.0,15.0,5,2010,March,2390000,55581.395348837206
10895141,Bangkok,Khlong Toei,Khlong Tan,"Sukhumvit Road, Khong Tan",Condo,243.0,1.0,1.0,47,9.0,,13.728406534,100.5710470516,2,,17.0,20,2012,June,7400000,157446.8085106383
10596553,Bangkok,Chatuchak,Sena Nikhom,Prasert Manutakit Road,Condo,1456.0,2.0,1.0,92,8.0,,13.8392860435,100.5800299914,2,20.0,8.0,7,2010,June,7500000,81521.73913043478
10964052,Nonthaburi,Pak Kret,Ban Mai,Soi Mu Ban Mueang Thong Thani Khrongkan 6 Soi B 2,Condo,1046.0,1.0,1.0,51,12.0,,13.915267,100.540035,0,3.0,5.0,8,2012,,2850000,55882.35294117647
10690270,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Sanam Bin Nam Road,Condo,587.0,2.0,2.0,50,5.0,,13.874313,100.47906,1,,3.0,2,2018,January,5100000,102000.0
10075697,Bangkok,Chatuchak,Sena Nikhom,Soi Phahonyothin 34 Yaek 1,Condo,1522.0,1.0,1.0,31,18.0,,13.83903,100.582438,1,20.0,7.0,5,2019,,2200000,70967.74193548386
11028934,Bangkok,Watthana,Phra Khanong Nuea,95 Soi Rim Khlong,Condo,546.0,1.0,1.0,33,7.0,,13.7147395736,100.6053620701,0,17.0,6.0,13,2020,October,4200000,127272.72727272728
10733092,Bangkok,Pathum Wan,Lumphini,Radio Road,Condo,64.0,1.0,1.0,43,3.0,,13.746339,100.549494,3,,12.0,20,2013,August,5450000,126744.18604651163
10646415,Bangkok,Yan Nawa,Chong Nonsi,1298 Rama 3 Road,Condo,1296.0,2.0,2.0,68,6.0,,13.6835742743,100.549075297,0,18.0,4.0,5,2006,December,3800000,55882.35294117647
11033544,Bangkok,Huai Khwang,Sam Sen Nok,Prachautid Road,Condo,1324.0,1.0,1.0,30,6.0,,13.771412,100.583671,0,7.0,18.0,17,2006,June,1890000,63000.0
10912710,Samut Prakan,Bang Phli,Bang Pla,123/125 เทพารักษ,Detached House,,3.0,3.0,225,2.0,312.0,13.5541763,100.7436084,0,,,1,0,,3458000,
11003235,Nonthaburi,Bang Bua Thong,Bang Khu Rat,Bang Khu Rat,Townhouse,,4.0,2.0,90,1.0,72.0,13.9091875,100.3530625,0,,4.0,2,0,,1540000,
10722619,Bangkok,Bueng Kum,Nawamin,Soi Casa City Village Ladprao,Townhouse,57.0,3.0,4.0,200,2.0,116.0,13.816574,100.631575,0,13.0,4.0,11,0,,5990000,
10936848,Bangkok,Din Daeng,Din Daeng,Soi Vibhavadi Rangsit 16,Condo,560.0,1.0,1.0,36,4.0,,13.796934,100.569643,2,,13.0,12,2019,January,3590000,99722.22222222222
10588166,Samut Prakan,Bang Phli,Racha Thewa,333/156 กิ่งแก้ว,Townhouse,,3.0,2.0,100,2.0,72.0,13.6974625,100.7145469,0,,1.0,1,0,,2390000,
10926189,Nonthaburi,Mueang Nonthaburi,Bang Kraso,32 Tiwanon,Condo,422.0,1.0,1.0,49,29.0,,13.868948,100.518495,0,14.0,10.0,7,2017,January,2850000,58163.26530612245
11033498,Bangkok,Watthana,Khlong Toei Nuea,ซอยสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,Condo,326.0,1.0,1.0,30,18.0,,13.722473,100.58455,2,,16.0,20,2018,February,5900000,196666.66666666666
10973259,Bangkok,Chatuchak,Chom Phon,"Soi Ladprao 15, Ladprao Road",Condo,570.0,2.0,1.0,37,4.0,,13.814451,100.570363,2,,10.0,19,2021,,3390000,91621.62162162163
10914016,Bangkok,Thon Buri,Talat Phlu,18 Ratchadaphisek Road,Condo,672.0,1.0,1.0,46,10.0,,13.717714,100.477,3,,7.0,17,2012,June,2600000,56521.739130434784
10879061,Bangkok,Khlong Toei,Phra Khanong,Ram 4 Road,Condo,478.0,1.0,1.0,28,18.0,,13.7118105384,100.5804400933,1,,13.0,10,2016,December,2690000,96071.42857142857
10147022,Nonthaburi,Mueang Nonthaburi,Bang Khen,กรุงเทพ-นนทบุรี,Townhouse,,3.0,4.0,207,2.0,140.0,13.8658492,100.4941285,1,,6.0,15,0,,8900000,
10691329,Bangkok,Khan Na Yao,Ram Inthra,Soi Khubon 6 Yeak 2,Townhouse,,2.0,2.0,80,2.0,148.0,13.8416279802,100.6663422,0,20.0,10.0,10,0,,2790000,
10502199,Samut Prakan,Bang Bo,Bang Phriang,Bang Phriang,Townhouse,,2.0,2.0,100,2.0,64.0,13.5496625,100.7931094,0,4.0,3.0,1,0,,1900000,
10687709,Bangkok,Huai Khwang,Bang Kapi,Asoke-Dindang Road,Condo,1642.0,2.0,2.0,55,8.0,,13.749389,100.563926,3,,7.0,20,2018,June,8000000,145454.54545454544
10754200,Samut Prakan,Bang Phli,Bang Kaeo,Soi Baan Klang Muang British Town Srinakarin,Townhouse,413.0,3.0,4.0,198,2.0,84.0,13.650089,100.644296,0,6.0,10.0,8,2008,,5500000,
11030604,Bangkok,Thon Buri,Samre,99 Charoennakhon Road,Condo,866.0,1.0,1.0,37,17.0,,13.707402,100.49624,0,20.0,4.0,19,2013,September,3150000,85135.13513513513
10842607,Bangkok,Din Daeng,The Kris Express 2,28 ซอยรัชดาภิเษก 19 ถนนรัชดาภิเษก แขวง/เขตดินแดง กทม,Condo,98.0,3.0,2.0,88,18.0,,13.799074,100.573936,2,,9.0,7,2012,June,5690000,64659.09090909091
10834782,Bangkok,Lat Krabang,Thap Yao,Thab Yao,Townhouse,,3.0,2.0,121,2.0,76.0,13.7204375,100.7942031,0,19.0,10.0,9,0,,3490000,
10869123,Bangkok,Chatuchak,Chom Phon,Phaholyothin Road,Condo,841.0,1.0,1.0,27,31.0,,13.8062021626,100.556204688,3,,4.0,20,2018,June,5100000,188888.88888888888
10558563,Bangkok,Khlong Toei,Khlong Tan,"Sukhumvit 24 Road, Khong Tan",Condo,402.0,2.0,2.0,55,14.0,,13.7226812532,100.5661111779,2,,20.0,20,2016,March,9900000,180000.0
11030922,Bangkok,Bang Rak,Si Phraya,Si Phraya Road,Condo,384.0,2.0,2.0,73,18.0,,13.7312279445,100.5221258679,1,,13.0,20,2023,,8222000,112630.13698630137
8454140,Samut Prakan,Bang Phli,Bang Phli Yai,กิ่งแก้ว Yai,Detached House,,3.0,2.0,137,2.0,144.0,13.6562934,100.7165949,0,3.0,3.0,1,0,,4199000,
10961373,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Bang Rak Pattana,Detached House,,3.0,2.0,150,2.0,244.0,13.8941894,100.4115631,1,,8.0,3,0,,4190000,
10867924,Bangkok,Huai Khwang,Huai Khwang,279 Ratchadapisaek Road,Condo,837.0,2.0,1.0,47,22.0,,13.7828917965,100.574656751,2,,20.0,20,2013,December,4900000,104255.31914893616
10999732,Nonthaburi,Bang Bua Thong,Bang Rak Yai,Bang Rak Yai,Townhouse,,2.0,2.0,120,2.0,72.0,13.8787964,100.4368463,2,,2.0,4,0,,1690000,
9225075,Bangkok,Ratchathewi,Thanon Phaya Thai,9 Phaya Thai Road,Condo,348.0,1.0,1.0,29,18.0,,13.762357,100.537194,3,,12.0,20,2019,,6400000,220689.6551724138
10982914,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,1.0,1.0,30,9.0,,13.8637736562,100.5010689973,2,,14.0,15,2011,June,1000000,33333.333333333336
10866810,Bangkok,Wang Thonglang,Phlapphla,Srivara Road,Condo,253.0,1.0,1.0,30,6.0,,13.770859,100.608249,0,20.0,7.0,10,2008,,2899999,96666.63333333333
11013272,Samut Prakan,Bang Phli,Bang Phli Yai,Bang Phli Yai,Townhouse,,4.0,3.0,85,2.0,84.0,13.6017719,100.6985155,0,1.0,5.0,12,0,,2590000,
10832605,Bangkok,Chatuchak,Chom Phon,Ladprao Rold,Condo,418.0,1.0,1.0,33,23.0,,13.810595,100.56583,3,,11.0,20,2010,June,3000000,90909.09090909091
11021368,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Posaya Non Alley,Condo,339.0,2.0,1.0,52,18.0,,13.6583141272,100.5998868982,1,,8.0,20,2020,April,4529300,87101.92307692308
10882162,Bangkok,Huai Khwang,Bang Kapi,New Petchaburi Road,Condo,667.0,1.0,1.0,31,19.0,,13.7439701,100.5821163,0,20.0,12.0,13,2016,December,4200000,135483.87096774194
11031099,Bangkok,Khlong Toei,Khlong Toei,"758/18  Soi Sukhumvit 30/1, Sukhumvit Road",Condo,538.0,2.0,1.0,60,18.0,,13.7268416551,100.5734449497,2,,18.0,20,1999,April,5550000,92500.0
10803669,Bangkok,Phra Khanong,Bang Chak,สุขุมวิท 1 สุขุมวิท 101,Condo,260.0,1.0,1.0,31,2.0,,13.6902495,100.6086494,2,,7.0,15,2012,October,1310000,42258.06451612903
10631822,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Sukhumvit 115 Sukhumvit 115,Condo,310.0,1.0,1.0,29,5.0,,13.6365085015,100.5945713384,1,,5.0,4,2016,March,1800000,62068.96551724138
10626056,Bangkok,Suan Luang,Suan Luang,"Soi Phatthanakan 26, Phatthanakan Road",Condo,1482.0,1.0,1.0,23,8.0,,13.736117212,100.6169253619,0,20.0,9.0,5,2012,June,1300000,56521.739130434784
10940095,Bangkok,Bang Sue,Bang Sue,877 Bangkok-Nonthaburi Road,Condo,4000.0,1.0,1.0,28,10.0,,13.8194790193,100.5314867447,2,,6.0,5,2017,May,1650000,58928.57142857143
10862877,Bangkok,Huai Khwang,Huai Khwang,Pracha Uthit Road,Condo,1907.0,1.0,1.0,30,3.0,,13.772067,100.579894,1,,20.0,20,2019,January,3300000,110000.0
11035801,Nonthaburi,Bang Bua Thong,Phimon Rat,Phimonrat,Townhouse,,3.0,2.0,120,2.0,84.0,13.9179375,100.4041719,0,6.0,3.0,10,0,,1990000,
10883362,Bangkok,Bang Sue,Wong Sawang,Prachachuen Road,Condo,1395.0,1.0,1.0,30,18.0,,13.8458178728,100.5421158552,0,20.0,6.0,6,2012,December,1800000,60000.0
10918635,Nonthaburi,Mueang Nonthaburi,Bang Kraso,"Soi Rattanathibet 26, Rattanathibet Road",Condo,1949.0,1.0,1.0,25,2.0,,13.866871,100.489898,1,,8.0,14,2009,July,790000,31600.0
10580951,Bangkok,Saphan Sung,Saphan Sung,ราษฎร์พัฒนา,Townhouse,,3.0,2.0,140,2.0,248.0,13.7680625,100.6977656,0,2.0,4.0,2,0,,5460000,
11029209,Samut Prakan,Mueang Samut Prakan,Thepharak,Sukhumvit 115 Road,Condo,998.0,1.0,1.0,35,24.0,,13.637929,100.592683,2,,5.0,6,2018,August,2300000,65714.28571428571
11008535,Bangkok,Bang Khen,Anusawari,ถนนรามอินทรา,Detached House,,4.0,3.0,160,3.0,280.0,13.8545125,100.6210156,0,11.0,17.0,5,0,,4300000,
11014734,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,Phreak Sa Mai,Townhouse,,2.0,1.0,100,2.0,72.0,13.5685625,100.6775156,0,15.0,2.0,6,0,,1290000,
11029132,Bangkok,Huai Khwang,Huai Khwang,90 Rama 9 Road,Condo,703.0,1.0,1.0,31,18.0,,13.7556841572,100.5658417669,3,,13.0,20,2013,December,4700000,151612.90322580645
10971099,Bangkok,Pathum Wan,Lumphini,1 Wireless Road,Condo,1344.0,1.0,1.0,35,18.0,,13.7478198122,100.5490615522,2,,10.0,20,2020,September,7100000,202857.14285714287
10659645,Nonthaburi,Bang Kruai,Plai Bang,Yothathikan Road 2027,Townhouse,250.0,3.0,2.0,150,2.0,104.0,13.824649,100.400903,0,,10.0,9,0,,2450000,
9225080,Bangkok,Ratchathewi,Thanon Phaya Thai,9 Phaya Thai Road,Condo,348.0,1.0,1.0,36,18.0,,13.762357,100.537194,3,,12.0,20,2019,,8750000,243055.55555555556
10587734,Bangkok,Pathum Wan,Lumphini,Ploenchit Road,Condo,597.0,1.0,1.0,41,14.0,,13.7479962605,100.5457873142,3,,16.0,20,2009,June,6597000,160902.43902439025
11013137,Bangkok,Min Buri,Min Buri,รามคำแหง184,Townhouse,,2.0,2.0,80,2.0,76.0,13.8154818,100.7352666,0,20.0,6.0,10,0,,2350000,
10888604,Bangkok,Ratchathewi,Thanon Phaya Thai,แขวงถนนพญาไท เขตราชเทวี กทม.,Condo,1435.0,1.0,1.0,42,18.0,,13.7571308949,100.538820373,3,,14.0,20,2022,August,5000000,119047.61904761905
10271820,Bangkok,Sai Mai,O Ngoen,O-Ngoen,Detached House,,4.0,4.0,196,2.0,224.0,13.8855625,100.6834375,0,,2.0,1,0,,7190000,
10981237,Bangkok,Bang Khun Thian,Samae Dam,Samae Dam,Townhouse,,3.0,2.0,100,2.0,80.0,13.6315375,100.4433281,0,5.0,13.0,7,0,,3200000,
10733679,Bangkok,Huai Khwang,Bang Kapi,888 Chaturathit Road,Condo,1540.0,1.0,1.0,30,8.0,,13.7532151032,100.5762958105,0,20.0,12.0,20,2014,December,2400000,80000.0
10772311,Bangkok,Nong Khaem,Nong Khaem,ซอยเพชรเกษม 63,Townhouse,,3.0,2.0,78,2.0,76.0,13.7192347,100.3810988,0,17.0,4.0,1,0,,2490000,
11032047,Bangkok,Din Daeng,Din Daeng,"77, 88 Soi Ratchadaphisek 5, Ratchadaphisek Road",Condo,250.0,2.0,2.0,86,5.0,,13.765223,100.567891,2,,16.0,20,2006,July,8500000,98837.20930232559
10926331,Bangkok,Watthana,Khlong Tan Nuea,Soi Sukhumvit 39,Condo,323.0,1.0,1.0,39,7.0,,13.740154,100.572601,0,11.0,12.0,16,2021,,3450000,88461.53846153847
10852383,Bangkok,Khlong Toei,Phra Khanong,Sukhumvit Road,Condo,118.0,2.0,1.0,55,3.0,,13.704428,100.599312,1,,5.0,8,2017,May,3990000,72545.45454545454
9747188,Samut Prakan,Bang Phli,Bang Phli Yai,Bang Na-Trad Road Yai,Townhouse,286.0,3.0,3.0,176,2.0,88.0,13.642594,100.686676,0,3.0,7.0,15,0,,4200000,
10971429,Bangkok,Thung Khru,Thung Khru,Thung Khru,Detached House,,3.0,3.0,130,2.0,200.0,13.6185625,100.4928125,0,12.0,,1,0,,3950000,
8050555,Bangkok,Khlong Toei,Phra Khanong,"Soi Roem Charoen 1, Sukhumvit 50 Road",Condo,415.0,2.0,2.0,46,2.0,,13.705176999999999,100.592245,1,,4.0,6,2019,,4490000,97608.69565217392
10826575,Bangkok,Watthana,Khlong Tan Nuea,"36/36 Soi Sukhumvit 47, Sukhumvit Road",Condo,137.0,1.0,1.0,50,4.0,,13.7314327552,100.5746502196,2,,20.0,20,2012,June,6500000,130000.0
10635216,Samut Prakan,Mueang Samut Prakan,Thepharak,Soi Sukhumvit 115,Condo,156.0,1.0,1.0,25,18.0,,13.6375422234,100.5951802655,2,,5.0,5,2019,,1400000,56000.0
10887051,Bangkok,Chatuchak,Sena Nikhom,Soi Phahonyothin 34 Yaek 1,Condo,1522.0,1.0,1.0,31,7.0,,13.83903,100.582438,1,20.0,7.0,5,2019,,2590000,83548.3870967742
10799218,Bangkok,Suan Luang,Suan Luang,สุขุมวิท 81,Detached House,,3.0,2.0,240,2.0,204.0,13.7092625,100.6094531,0,,8.0,10,0,,9500000,
11041940,Nonthaburi,Pak Kret,Tha It,Tha It,Detached House,,3.0,2.0,150,2.0,200.0,13.9000625,100.4698125,0,,2.0,3,0,,4190000,
10633192,Bangkok,Bang Khen,Tha Raeng,Tha Rang,Townhouse,,2.0,2.0,68,2.0,68.0,13.9023034,100.6432195,0,,6.0,6,0,,2100000,
10856902,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,989.0,1.0,1.0,31,12.0,,13.859042,100.519734,1,,6.0,12,2014,September,1700000,54838.709677419356
11028491,Bangkok,Lat Krabang,Khlong Song Ton Nun,Khlong Song Ton Nun,Detached House,,3.0,3.0,181,2.0,264.0,13.7547298,100.726696,0,12.0,3.0,5,0,,6590000,
10955040,Bangkok,Bang Kapi,Khlong Chan,5 Lat Phrao Rd,Condo,751.0,1.0,1.0,30,6.0,,13.7706364,100.6301829,0,19.0,15.0,6,2010,January,1500000,50000.0
10877888,Samut Prakan,Mueang Samut Prakan,Bang Muang,Bang Mueng,Townhouse,,3.0,2.0,118,2.0,120.0,13.5897125,100.6313281,0,,7.0,5,0,,3500000,
10613352,Bangkok,Huai Khwang,Bang Kapi,"Soi Rama 9 17, Rama 9 Road",Condo,157.0,1.0,1.0,35,2.0,,13.761745,100.591428,0,12.0,9.0,7,2017,January,3000000,85714.28571428571
10868306,Bangkok,Huai Khwang,Bang Kapi,Asoke-Dindang Road,Condo,1642.0,1.0,1.0,35,18.0,,13.749389,100.563926,3,,7.0,20,2018,June,6590000,188285.7142857143
10950349,Nonthaburi,Pak Kret,Tha It,หมู่บ้านทีแลนด์,Townhouse,,3.0,2.0,250,2.0,168.0,13.8943125,100.4620625,0,5.0,9.0,2,0,,2700000,
